Product Name,Username,Review_Title,Review,Rating
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Excellent,Good iron in this price range 👌,5
['Flipkart SmartBuy 1000 W Dry Iron'],Sonali Kadam,Best in the market!,Tha best iron,5
['Flipkart SmartBuy 1000 W Dry Iron'],Anil  Singh,Just wow!,Very good,5
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Just wow!,Good 👍,5
['Flipkart SmartBuy 1000 W Dry Iron'],Ishwar Gouda,Excellent,Excellent Flipkart Iron,5
['Flipkart SmartBuy 1000 W Dry Iron'],Suraj  Kumar,Good quality product,Very good product 🥰🥰🥰,4
['Flipkart SmartBuy 1000 W Dry Iron'],Poonam Poonia,Wonderful,Brillant product,5
['Flipkart SmartBuy 1000 W Dry Iron'],Sandeep Jyani,Wonderful,Amazing in this kind of price.,5
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Super!,Good quality,5
['Flipkart SmartBuy 1000 W Dry Iron'],sathya Nadiminti,Brilliant,Superb product,5
['Flipkart SmartBuy 1000 W Dry Iron'],Shailendra Kumar,Best in the market!,Good Quality,5
['Flipkart SmartBuy 1000 W Dry Iron'],Asif Mandal,Decent product,Not that good but not bad also...according to this price point it's good,3
['Flipkart SmartBuy 1000 W Dry Iron'],Dipanshu K,Best in the market!,This iron is very good 👍Everything is ok fine,5
['Flipkart SmartBuy 1000 W Dry Iron'],ayan Usmani,Good choice,Good,4
['Flipkart SmartBuy 1000 W Dry Iron'],Junali Biswas,Pretty good,Nice product,4
['Flipkart SmartBuy 1000 W Dry Iron'],Ajay Sharma G,Good choice,Good,4
['Flipkart SmartBuy 1000 W Dry Iron'],Shiva Prasad Shiva,Just okay,Nice product,3
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Good,Product is not working,3
['Flipkart SmartBuy 1000 W Dry Iron'],Ganesh R jois,Terrific purchase,Best in this rate category its damn cheap compared to other Branded products,5
['Flipkart SmartBuy 1000 W Dry Iron'],Induja Rai,Must buy!,Good,5
['Flipkart SmartBuy 1000 W Dry Iron'],Sanjay Kumar,Not good,Please do not buy this product because while ironing it sticks with clothes. Not give smooth experience. So avoid buying this product.,2
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Brilliant,After 2 yr it's awesome,5
['Flipkart SmartBuy 1000 W Dry Iron'],Rekha Rajput,Must buy!,Good products,5
['Flipkart SmartBuy 1000 W Dry Iron'],Birudu Chandu,Fair,Not perfect work,3
['Flipkart SmartBuy 1000 W Dry Iron'],Mohammad Mohsin,Value-for-money,"Good product, Thanks flipkart",4
['Flipkart SmartBuy 1000 W Dry Iron'],bharath kumar,Utterly Disappointed,After one month product was not working,1
['Flipkart SmartBuy 1000 W Dry Iron'],Basant Kumar,Fair,Ok,3
['Flipkart SmartBuy 1000 W Dry Iron'],Armaan Pawar,Great product,Good 👍 one,5
['Flipkart SmartBuy 1000 W Dry Iron'],Jessy Antony Antony,Brilliant,Super,5
['Flipkart SmartBuy 1000 W Dry Iron'],Selvi Swamy,Not recommended at all,"Not proper,over heating",1
['Flipkart SmartBuy 1000 W Dry Iron'],Karnati Yadagiri,Highly recommended,Good product.value for money this product,5
['Flipkart SmartBuy 1000 W Dry Iron'],Dk Raj Dk Raj,Classy product,This is best out of standing 😇,5
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Value-for-money,Satisfied... 😊,4
['Flipkart SmartBuy 1000 W Dry Iron'],Harsh,Nice product,Nice product.,4
['Flipkart SmartBuy 1000 W Dry Iron'],Subhashis  Chakraborty,Could be way better,Not performing well,2
['Flipkart SmartBuy 1000 W Dry Iron'],Narendra Prajapati,Worth the money,Nice,4
['Flipkart SmartBuy 1000 W Dry Iron'],rahul  sikarwar,Did not meet expectations,Very bad product working not properly 😞😞,1
['Flipkart SmartBuy 1000 W Dry Iron'],Najumudheen Mp,Pretty good,Gd,4
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Don't waste your money,Worst product,1
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Nice product,Very good products,4
['Flipkart SmartBuy 1000 W Dry Iron'],Jino Raju,Unsatisfactory,Sticky. Easly damage cloths,1
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Pretty good,Very good product.,4
['Flipkart SmartBuy 1000 W Dry Iron'],Sanjeet kumar,Wonderful,Good,5
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Excellent,So nice iron box I'm very happy 🤩🤩😍😍😍😍😍😍😍,5
['Flipkart SmartBuy 1000 W Dry Iron'],Bhatt Naresh Bhupatbhai,Super!,Very nice product...,5
['Flipkart SmartBuy 1000 W Dry Iron'],Md Ezhar Akram,Nice product,Best in this price.,4
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Terrible product,Defective product,1
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Simply awesome,I love it,5
['Flipkart SmartBuy 1000 W Dry Iron'],Afrose Mohammad,Really Nice,Super,4
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Must buy!,Very nice product,5
['Flipkart SmartBuy 1000 W Dry Iron'],Kailash kalita,Excellent,Very nice product 😊👍,5
['Flipkart SmartBuy 1000 W Dry Iron'],Shailesh Kumar Kushwaha,Terrific purchase,Super,5
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Brilliant,Good product tq Flipkart,5
['Flipkart SmartBuy 1000 W Dry Iron'],Chandan Kumar,Great product,Awesome product by Flipkart,5
['Flipkart SmartBuy 1000 W Dry Iron'],Monu  Kumar,Simply awesome,Quality is good 🙂,5
['Flipkart SmartBuy 1000 W Dry Iron'],ABHISHEK TRIPATHI,Highly recommended,Good product,5
['Flipkart SmartBuy 1000 W Dry Iron'],Manish kumar Gupta,Fair,Product is very good,3
['Flipkart SmartBuy 1000 W Dry Iron'],Mukesh Kumar,Worst experience ever!,Third quality products,1
['Flipkart SmartBuy 1000 W Dry Iron'],Mohan singh Chauhan,Just wow!,Good iron,5
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Really Nice,Good product,4
['Flipkart SmartBuy 1000 W Dry Iron'],Jasmine Khatun,Classy product,Good,5
['Flipkart SmartBuy 1000 W Dry Iron'],Keerthi Manjunath N,Nice product,Worth of money,4
['Flipkart SmartBuy 1000 W Dry Iron'],PRADEEP SINGH YADAV,Very Good,Good,4
['Flipkart SmartBuy 1000 W Dry Iron'],Mahtab Mahtab,Terrific,Flipkart Good iron,5
['Flipkart SmartBuy 1000 W Dry Iron'],Shuvro  Roy,Bad quality,not bad,2
['Flipkart SmartBuy 1000 W Dry Iron'],Afrin Ansari,Nice,Nice,3
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Simply awesome,Nice iron,5
['Flipkart SmartBuy 1000 W Dry Iron'],Amit Kumar,Worst experience ever!,very bad doesn't work at all,1
['Flipkart SmartBuy 1000 W Dry Iron'],Vaisakh,Very poor,Not good,1
['Flipkart SmartBuy 1000 W Dry Iron'],Amit Bag,Awesome,Good,5
['Flipkart SmartBuy 1000 W Dry Iron'],Asif Rehman,Perfect product!,Good,5
['Flipkart SmartBuy 1000 W Dry Iron'],Ricky Kumar,Mind-blowing purchase,VERY VERY NICE IRON PRESS Flipkart Smart Buy👌🏻👌🏻,5
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Best in the market!,Best Quality,5
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Worth the money,Good product 🌟🌟🌟🌟,4
['Flipkart SmartBuy 1000 W Dry Iron'],Arup  Chakraborty,Useless product,"Product is not upto the mark. The colour of the cloth sticks on the iron plate even if you set the temperature as per the type of cloth. So when you try to iron other light coloured clothes, the earlier colour sticks onto it and your cloth gets damaged.The width of the iron is also less as compared to other Bajaj irons.",1
['Flipkart SmartBuy 1000 W Dry Iron'],Sanjeet  Kumar Mahato,Absolute rubbish!,Not good as Bajaj iron.... It's not comfortable as like bajaj so don't go for this product better to bajaj iron,1
['Flipkart SmartBuy 1000 W Dry Iron'],Vikas Kumar,Mind-blowing purchase,product is very good . Heating is good 🙂😊,5
['Flipkart SmartBuy 1000 W Dry Iron'],Saurabh  Mishra,Terrific,Design is quite good,5
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Super!,Veri nice,5
['Flipkart SmartBuy 1000 W Dry Iron'],Yuvan Sankar,Fabulous!,Good,5
['Flipkart SmartBuy 1000 W Dry Iron'],Ajay vaidhya,Brilliant,Very good quality hai boss....,5
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Bad quality,Not worthabl it's not working,1
['Flipkart SmartBuy 1000 W Dry Iron'],Santosh Kumar,Good,Good,3
['Flipkart SmartBuy 1000 W Dry Iron'],Souradip  Sarkar,Awesome,good product,5
['Flipkart SmartBuy 1000 W Dry Iron'],Abhishek shrivastav,Nice product,"I got this product as I expected. At this price, this is a nice product from Flipkart. Thank you.",4
['Flipkart SmartBuy 1000 W Dry Iron'],Jugal kishor Patel,Wonderful,Very good,4
['Flipkart SmartBuy 1000 W Dry Iron'],Neelu Khare,Great product,Very good choice 👌,5
['Flipkart SmartBuy 1000 W Dry Iron'],AVINASH KUMAR,Worth every penny,Very good,5
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Wonderful,Awesome Flipkart thanks,5
['Flipkart SmartBuy 1000 W Dry Iron'],Nitin Bhore,Highly recommended,Value for money 👍,5
['Flipkart SmartBuy 1000 W Dry Iron'],Gopi Bolla,Nice product,Good,4
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Useless product,No star to give below 1,1
['Flipkart SmartBuy 1000 W Dry Iron'],Saniya Mirza,Hated it!,The iron plate got burnt and became black in only 3-4 uses 😡 which is not good and the iron smells like the wire is burning while pressing the cloths 👎 Very upset with the product 💔,1
['Flipkart SmartBuy 1000 W Dry Iron'],Vijay  Nippani,Fair,Good,3
['Flipkart SmartBuy 1000 W Dry Iron'],Mandeep Kumar,Highly recommended,Best 👍,5
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Classy product,Good,5
['Flipkart SmartBuy 1000 W Dry Iron'],Kundan Jinzar,Excellent,Nice product 👍🏻,5
['Flipkart SmartBuy 1000 W Dry Iron'],Rohit  Rajoria,Really Nice,Good Products,4
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Does the job,Good 😊,3
['Flipkart SmartBuy 1000 W Dry Iron'],sohiel wani,Delightful,Ok,4
['Flipkart SmartBuy 1000 W Dry Iron'],Md shoyeb Alam,Perfect product!,Best choice,5
['Flipkart SmartBuy 1000 W Dry Iron'],Rishu  Sharma,Very Good,Awesome 👍 Iron by Flipkart 👌,4
['Flipkart SmartBuy 1000 W Dry Iron'],Karan Yadav,Best in the market!,Superb,5
['Flipkart SmartBuy 1000 W Dry Iron'],Neeraj Kumar,Nice product,Good,4
['Flipkart SmartBuy 1000 W Dry Iron'],Aakas chouhan,Brilliant,Nice,5
['Flipkart SmartBuy 1000 W Dry Iron'],KRISHNA MOHAN  CHAUHAN,Fair,Very good ..,3
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Just wow!,Nice product THANK YOU flipkart,5
['Flipkart SmartBuy 1000 W Dry Iron'],Deepak Kumar,Unsatisfactory,"Very bad product... It sticks to the clothes and causes damage to clothes... Don't buy... Dear Flipkart,I dn't expect this bad quality product from you... kindly have a quality check",1
['Flipkart SmartBuy 1000 W Dry Iron'],chippy varghese,Terrific purchase,Superb product,5
['Flipkart SmartBuy 1000 W Dry Iron'],Yuvaraj Yuvaraj,Good choice,Good product,4
['Flipkart SmartBuy 1000 W Dry Iron'],Sushanto  Ghosh,Highly recommended,good,5
['Flipkart SmartBuy 1000 W Dry Iron'],Prashant Sangolkar,Terrific purchase,Best experience from 15 days,5
['Flipkart SmartBuy 1000 W Dry Iron'],Shamsher  Alam,Nice product,Very good product,4
['Flipkart SmartBuy 1000 W Dry Iron'],SHANTI  GUPTA,Nice,Good 👍,4
['Flipkart SmartBuy 1000 W Dry Iron'],Manoj Kumar Das,Good,GOOD iron,3
['Flipkart SmartBuy 1000 W Dry Iron'],MANU R.S,Delightful,Gud and nice quality👌👌👌,4
['Flipkart SmartBuy 1000 W Dry Iron'],DUDEKULA KULLAYAPPA,Unsatisfactory,Waste product don't order this it's not worked properly I loss my shirt,1
['Flipkart SmartBuy 1000 W Dry Iron'],Rohit Kumar,Highly recommended,It is good,5
['Flipkart SmartBuy 1000 W Dry Iron'],Mohammad  Shabana,Pretty good,Amezing,4
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Absolute rubbish!,Not god,1
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Nice product,Super,4
['Flipkart SmartBuy 1000 W Dry Iron'],Nikhil Panchabhai,Worth every penny,Very affordable and value for money 💸💰. Very good in quantity.,5
['Flipkart SmartBuy 1000 W Dry Iron'],Sachin Shastri,Very Good,Good product in this price,4
['Flipkart SmartBuy 1000 W Dry Iron'],Jamil Akhtar,Good,Just ok,3
['Flipkart SmartBuy 1000 W Dry Iron'],Deepak Singh ( Deepu singh),Value-for-money,Good,4
['Flipkart SmartBuy 1000 W Dry Iron'],Sujit kumar  Sarkar,Worth every penny,Good product,5
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Great product,Nice product,5
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Perfect product!,Excellent,5
['Flipkart SmartBuy 1000 W Dry Iron'],Sandhya Kumari,Good quality product,Good,4
['Flipkart SmartBuy 1000 W Dry Iron'],Preethi More,Really Nice,Good,4
['Flipkart SmartBuy 1000 W Dry Iron'],Shimanshu Gupta,Unsatisfactory,My clothes got burnt. and began to melt itself.,1
['Flipkart SmartBuy 1000 W Dry Iron'],Ankit Kumar,Mind-blowing purchase,NYC product,5
['Flipkart SmartBuy 1000 W Dry Iron'],Priyanshu  Singh,Simply awesome,Very good,5
['Flipkart SmartBuy 1000 W Dry Iron'],Shanwaj Ansari,Very Good,Nice,4
['Flipkart SmartBuy 1000 W Dry Iron'],Shamik Roy,Delightful,Looks great,4
['Flipkart SmartBuy 1000 W Dry Iron'],Srisailam Tillu,Good quality product,Good,3
['Flipkart SmartBuy 1000 W Dry Iron'],BIPIN  KUMAR,Good quality product,Good,4
['Flipkart SmartBuy 1000 W Dry Iron'],shaikh  rafique,Just wow!,Good iron in less price by flipkart,5
['Flipkart SmartBuy 1000 W Dry Iron'],Deepak Kumar,Must buy!,This is the good product of this price.,5
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Must buy!,Excellent,5
['Flipkart SmartBuy 1000 W Dry Iron'],Sunny Kumar,Awesome,Good Product,5
['Flipkart SmartBuy 1000 W Dry Iron'],Gunashree j n,Highly recommended,Yeah I like it thank u flipkart 🙂,2
['Flipkart SmartBuy 1000 W Dry Iron'],pravin kalal,Perfect product!,Good,5
['Flipkart SmartBuy 1000 W Dry Iron'],Ratan Sagar,Terrific purchase,Good,5
['Flipkart SmartBuy 1000 W Dry Iron'],PANCHETI DORA BABU,Perfect product!,Nice product it's working good,5
['Flipkart SmartBuy 1000 W Dry Iron'],Akshita Rajput,Classy product,Good,5
['Flipkart SmartBuy 1000 W Dry Iron'],Alina shahid,Horrible,It is burning clothes. It becomes too hot suddenly and then burns clothes,1
['Flipkart SmartBuy 1000 W Dry Iron'],RAKESH BAIRWA,Moderate,Quality not good,2
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Really Nice,Good product,4
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Classy product,Quality is good and price also reasonable and services also good,5
['Flipkart SmartBuy 1000 W Dry Iron'],Virender Kumar,Wonderful,Nice product anybody buy Flipkart,4
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Super!,Really good product,5
['Flipkart SmartBuy 1000 W Dry Iron'],RIZWAN Khan  Khan,Must buy!,Very nice product Flipkart,5
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Brilliant,Awesome,5
['Flipkart SmartBuy 1000 W Dry Iron'],Sujal Saha,Just wow!,Happy to using this dry iron,5
['Flipkart SmartBuy 1000 W Dry Iron'],Dileepkumar vvr,Best in the market!,Good same like in the website working good,5
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Value-for-money,Nice product,4
['Flipkart SmartBuy 1000 W Dry Iron'],Aftab Hussain,Good,Nice,3
['Flipkart SmartBuy 1000 W Dry Iron'],Arun Kumar,Terrific,Super varalaval,5
['Flipkart SmartBuy 1000 W Dry Iron'],Nilesh Thakar,Perfect product!,Good product,5
['Flipkart SmartBuy 1000 W Dry Iron'],DEEPAK KUMAR,Great product,Good quality electric iron,5
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Waste of money!,Don't buy after one month it's not working genuine review,1
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Good quality product,Nice iron👌👌👌,4
['Flipkart SmartBuy 1000 W Dry Iron'],surendra  pal,Very Good,Good quality,4
['Flipkart SmartBuy 1000 W Dry Iron'],Manoj Tigriya,Excellent,Nice,5
['Flipkart SmartBuy 1000 W Dry Iron'],Farmaan ansari,Good choice,Good productBest,4
['Flipkart SmartBuy 1000 W Dry Iron'],deepak kambog,Very Good,Nice product,4
['Flipkart SmartBuy 1000 W Dry Iron'],Hemant  Kumar,Wonderful,Super 👌,4
['Flipkart SmartBuy 1000 W Dry Iron'],Anuj Swai,Wonderful,Paisa wasool product,5
['Flipkart SmartBuy 1000 W Dry Iron'],Damodar Mandal,Terrific purchase,Good,5
['Flipkart SmartBuy 1000 W Dry Iron'],Dhananjay  Garnaik,Great product,Nice product,5
['Flipkart SmartBuy 1000 W Dry Iron'],Ranjeet Kumar,Must buy!,Nice product.,5
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Perfect product!,I am so happy this product.... Nyc ... Thanks 👍,5
['Flipkart SmartBuy 1000 W Dry Iron'],Sanju Bauri,Terrible product,Not good,1
['Flipkart SmartBuy 1000 W Dry Iron'],somesh Roxx,Wonderful,Nice but super,4
['Flipkart SmartBuy 1000 W Dry Iron'],Pandurang Patil,Super!,Super itam,5
['Flipkart SmartBuy 1000 W Dry Iron'],Sanjay Kumar,Mind-blowing purchase,Good,5
['Flipkart SmartBuy 1000 W Dry Iron'],Rajan kumar Sah,Very Good,Good,4
['Flipkart SmartBuy 1000 W Dry Iron'],Rahul 9821127692,Bad quality,Worst product it's not working after few months used,2
['Flipkart SmartBuy 1000 W Dry Iron'],Md Belal Alam,Really Nice,Best Iron at this price ...,4
['Flipkart SmartBuy 1000 W Dry Iron'],RAJENDER DORATA,Terrific,Good product Flipcart,5
['Flipkart SmartBuy 1000 W Dry Iron'],swapnil sonawane,Brilliant,Using from more than year and working fine as of now,5
['Flipkart SmartBuy 1000 W Dry Iron'],Surinder kaur,Value-for-money,Good product,4
['Flipkart SmartBuy 1000 W Dry Iron'],Pravin  Singh,Wonderful,Goood,4
['Flipkart SmartBuy 1000 W Dry Iron'],Santosh Modi,Great product,Very good product,5
['Flipkart SmartBuy 1000 W Dry Iron'],Prithvi Raj  Chauhan,Wonderful,Nice product 👌👌👌,5
['Flipkart SmartBuy 1000 W Dry Iron'],Sunal Chavan,Brilliant,Best produced,5
['Flipkart SmartBuy 1000 W Dry Iron'],Ramesh Pandey,Did not meet expectations,Very bad Product,1
['Flipkart SmartBuy 1000 W Dry Iron'],Manish  Mishra,Worth the money,Good,4
['Flipkart SmartBuy 1000 W Dry Iron'],Harshit garg,Useless product,Worst productDoes not heat,1
['Flipkart SmartBuy 1000 W Dry Iron'],Sriram,Worth the money,Super product,4
['Flipkart SmartBuy 1000 W Dry Iron'],Prashant R. Christian,Simply awesome,Awesome product and nice service by flipkart.,5
['Flipkart SmartBuy 1000 W Dry Iron'],Shaine Mirza,Wonderful,Good,4
['Flipkart SmartBuy 1000 W Dry Iron'],Pratim Ghosh,Decent product,"Base of the Iron is not up to  mark, it seems made of plastic (not sure, but it seems so) and when I set the temperature at highest level, then its base starts release of smoke which smells like burning plastic.",3
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Super!,Good,5
['Flipkart SmartBuy 1000 W Dry Iron'],N.DINEDH REDDY  Reddy,Decent product,Ok good,3
['Flipkart SmartBuy 1000 W Dry Iron'],Namit Chauhan,Very Good,Good product.,4
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Delightful,Best product,4
['Flipkart SmartBuy 1000 W Dry Iron'],mahendra patel,Fabulous!,Very good 👍,5
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Worth every penny,Too good product 🤗🤗,5
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Pretty good,Best of this price range,4
['Flipkart SmartBuy 1000 W Dry Iron'],Nivetha Bala,Delightful,Good,4
['Flipkart SmartBuy 1000 W Dry Iron'],Sarajit  Ghosh,Brilliant,Very good product 👍👍,5
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Excellent,Nice,5
['Flipkart SmartBuy 1000 W Dry Iron'],Shankar kumar tiwari,Awesome,Superb,5
['Flipkart SmartBuy 1000 W Dry Iron'],Vinod  Raval,Excellent,Thank you flipkart,5
['Flipkart SmartBuy 1000 W Dry Iron'],Shaik  Abdul khayyum,Does the job,It's just avarage,3
['Flipkart SmartBuy 1000 W Dry Iron'],Shijaz Raslan,Really Nice,Good product for the price,4
['Flipkart SmartBuy 1000 W Dry Iron'],Sunil Singh,Must buy!,"Nice product, fast heating",5
['Flipkart SmartBuy 1000 W Dry Iron'],AMIT KUMAR  SHARMA,Delightful,Best product,4
['Flipkart SmartBuy 1000 W Dry Iron'],Sandeep Sahoo,Classy product,Very good,5
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Must buy!,Super good quality,5
['Flipkart SmartBuy 1000 W Dry Iron'],UMESH Kumar,Perfect product!,Nice I am happy with this product.,5
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Value-for-money,Good,4
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Terrific purchase,I like it,5
['Flipkart SmartBuy 1000 W Dry Iron'],Krishna Murari,Great product,Good,5
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Wonderful,Nice prodact,5
['Flipkart SmartBuy 1000 W Dry Iron'],Rita gautam,Worthless,"Very bad product ,flipcart never expect from you stick all the time when I use bad experience",1
['Flipkart SmartBuy 1000 W Dry Iron'],VIKRAM SHARMA,Worth the money,Nice,4
['Flipkart SmartBuy 1000 W Dry Iron'],sateesh yadhav,Fair,Good,3
['Flipkart SmartBuy 1000 W Dry Iron'],Ruturaj Parule,Really Nice,It's very good,4
['Flipkart SmartBuy 1000 W Dry Iron'],Mani Karthik,Worst experience ever!,I recommend not to buy this at all add extra 100 or 150 and go for Bajaj it's 100 times better than this.... after 2 weeks of use plate turned black in colour and it leaves black marks on cloths while ironing and it sticks to cloth like chewing gum😠 totally waste of many very much disappointed,1
['Flipkart SmartBuy 1000 W Dry Iron'],Harsh Mhatre,Perfect product!,Extremely happy,5
['Flipkart SmartBuy 1000 W Dry Iron'],Zeeshan Quddusi,Terrific,Very nice 👌,5
['Flipkart SmartBuy 1000 W Dry Iron'],Tamil selvan,Delightful,Wow good product from Flipkart,4
['Flipkart SmartBuy 1000 W Dry Iron'],Praveen  Tiwari,Really Nice,Nice,4
['Flipkart SmartBuy 1000 W Dry Iron'],Vinay Yadav,Simply awesome,Very nice,5
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Mind-blowing purchase,Good products,5
['Flipkart SmartBuy 1000 W Dry Iron'],Sree Nath,Not recommended at all,Very bad product clothes are really damaged,1
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Highly recommended,Very nice product,5
['Flipkart SmartBuy 1000 W Dry Iron'],santosh  salvi,Does the job,Verry happy,3
['Flipkart SmartBuy 1000 W Dry Iron'],Baljeet Verma,Terrific,Very good product,5
['Flipkart SmartBuy 1000 W Dry Iron'],Rahul Bagwan  Bagwan,Perfect product!,Very good product,5
['Flipkart SmartBuy 1000 W Dry Iron'],Akash Chaudhary,Very Good,very nice,4
['Flipkart SmartBuy 1000 W Dry Iron'],arpan banerjee,Perfect product!,Good prodyct lightweight,5
['Flipkart SmartBuy 1000 W Dry Iron'],Saddam Hussain,Brilliant,Good product,5
['Flipkart SmartBuy 1000 W Dry Iron'],Hardeep Singh,Mind-blowing purchase,Good,5
['Flipkart SmartBuy 1000 W Dry Iron'],Bilas Chandra  Hota,Awesome,Best👍💯 product thanks🙏 flipkart,5
['Flipkart SmartBuy 1000 W Dry Iron'],RASHID HUSSAIN,Best in the market!,Very good  Flipkart,5
['Flipkart SmartBuy 1000 W Dry Iron'],JINSMON  Joseph,Good,Lightweight,3
['Flipkart SmartBuy 1000 W Dry Iron'],Dishani Mukherjee,Delightful,Nice product,4
['Flipkart SmartBuy 1000 W Dry Iron'],Lal  Singh,Wonderful,Nice product,4
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Just wow!,very nice 👍 product I'm soo happy thanks Flipkart,5
['Flipkart SmartBuy 1000 W Dry Iron'],Saju S Paul,Classy product,Good product it is best this prace range iam realy satisfied must by,5
['Flipkart SmartBuy 1000 W Dry Iron'],Priyanka  Singh,Simply awesome,Nice to use . Must be purchased.,5
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Excellent,Very good product 👍Buy Date @ 30/09/2019Feedback Date 16/11/2022,5
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Good choice,Very nice product thnx to flipkart. .,4
['Flipkart SmartBuy 1000 W Dry Iron'],aishu ash,Nice,Ok,3
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Worth every penny,Really a nice equipment,5
['Flipkart SmartBuy 1000 W Dry Iron'],Trilok Singh,Did not meet expectations,Product Quantity low and cheap,1
['Flipkart SmartBuy 1000 W Dry Iron'],Chandan sahani,Wonderful,Good product,5
['Flipkart SmartBuy 1000 W Dry Iron'],Ashwini  Khandare,Super!,Nice👍😊 thank you Fickart,5
['Flipkart SmartBuy 1000 W Dry Iron'],Raju Kar,Very Good,Good,4
['Flipkart SmartBuy 1000 W Dry Iron'],Abdul G,Value-for-money,Good,4
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Terrific purchase,Good product thank you Flipkart,5
['Flipkart SmartBuy 1000 W Dry Iron'],Minshal Singh,Absolute rubbish!,Veru bad product 😡money waste time waste,1
['Flipkart SmartBuy 1000 W Dry Iron'],Mahesh S,Fabulous!,It is very nice and I like it features,5
['Flipkart SmartBuy 1000 W Dry Iron'],Jaypee Chauhan,Very Good,Product is good but packing is so poor,4
['Flipkart SmartBuy 1000 W Dry Iron'],Lavkush Singh,Nice product,Best in this price,4
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Nice product,Nice product 👌,4
['Flipkart SmartBuy 1000 W Dry Iron'],Shivam  Shakya,Worth every penny,I m reviewing after 2 yr of usage.. It works perfectly,5
['Flipkart SmartBuy 1000 W Dry Iron'],Shyamveer Tanwar,Just wow!,Light waith best performance,5
['Flipkart SmartBuy 1000 W Dry Iron'],Rustam  Yadav,Terrific,Good product,5
['Flipkart SmartBuy 1000 W Dry Iron'],Naved Mian,Terrific,Nice product,5
['Flipkart SmartBuy 1000 W Dry Iron'],Flipkart Customer,Mind-blowing purchase,Nice and amazing product,5
['Flipkart SmartBuy 1000 W Dry Iron'],Ashis kumar  Dash,Value-for-money,Value for money,4
